n,t,w
22217, 0.000000191, zfachr
22218, 0.000000192, mmrlaf
22219, 0.000000189, yprrxh
22220, 0.000000191, qlknli
22221, 0.000000190, sffjxu
22222, 0.000000188, itbgik
22223, 0.000000190, voyezq
22224, 0.000000192, adlukr
22225, 0.000000190, rprhjm
22226, 0.000000193, xfncdf
22227, 0.000000194, nzcwzp
22228, 0.000000192, onaofu
22229, 0.000000193, bluvua
22230, 0.000000201, vfahxw
22231, 0.000000191, ilbirr
22232, 0.000000200, evpftz
22233, 0.000000218, oxoams
22234, 0.000000187, lwgdex
22235, 0.000000191, kqbogp
22236, 0.000000189, kcrqqp
22237, 0.000000191, wdxcxe
22238, 0.000000190, qtnwad
22239, 0.000000193, pdamyr
22240, 0.000000195, fpypkf
22241, 0.000000192, ugkdfo
22242, 0.000000189, qyrrbc
22243, 0.000000192, pzpqed
22244, 0.000000190, foxoxl
22245, 0.000000191, qbfucf
22246, 0.000000192, qbjdtm
22247, 0.000000190, gbzjvl
22248, 0.000000200, dyxggr
22249, 0.000000190, hvmvnz
22250, 0.000000189, hcmmfe
22251, 0.000000189, dtxefg
22252, 0.000000188, afqkzr
22253, 0.000000191, ozmqty
22254, 0.000000191, bnwlmc
22255, 0.000000191, zhikwg
22256, 0.000000190, kqjqcf
22257, 0.000000300, qqfteq
22258, 0.000000284, eluiqt
22259, 0.000000248, htcqrx
22260, 0.000000259, sncuif
22261, 0.000000225, jraxwx
22262, 0.000000232, rzraod
22263, 0.000000235, dckyhe
22264, 0.000000225, qptmxc
22265, 0.000000208, dwkwad
22266, 0.000000228, nkicth
22267, 0.000000190, dtbnfa
22268, 0.000000193, thcjxv
22269, 0.000000190, frvuqq
22270, 0.000000193, ggwlyu
22271, 0.000000190, pmzeez
22272, 0.000000191, rmcwmv
22273, 0.000000192, pvbmsy
22274, 0.000000227, xgkliq
22275, 0.000000190, pbovbz
22276, 0.000000191, wbhxfr
22277, 0.000000194, wbqtsy
22278, 0.000000231, jrmttp
22279, 0.000000199, qhprsb
22280, 0.000000190, qlvlwm
22281, 0.000000190, aoublz
22282, 0.000000195, ejpzxd
22283, 0.000000190, rtmixc
22284, 0.000000194, rswiow
22285, 0.000000209, entinj
22286, 0.000000195, tiioei
22287, 0.000000192, ogonjx
22288, 0.000000189, prvaga
22289, 0.000000196, darowx
22290, 0.000000191, iivckt
22291, 0.000000191, xfbtkj
22292, 0.000000199, wxoxiw
22293, 0.000000190, nrkcic
22294, 0.000000192, mqmqhf
22295, 0.000000191, htcgdz
22296, 0.000000188, ksdrhr
22297, 0.000000195, zkfygz
22298, 0.000000190, oxdkna
22299, 0.000000190, jbupjs
22300, 0.000000197, rcgtfm
22301, 0.000000190, aloqtx
22302, 0.000000191, fuxsds
22303, 0.000000198, ejxzyl
22304, 0.000000196, zckluk
22305, 0.000000192, lpvdan
22306, 0.000000193, yjffqi
22307, 0.000000190, mizuhj
22308, 0.000000196, hxohdw
22309, 0.000000192, jxrjeo
22310, 0.000000191, hlwtzf
22311, 0.000000190, cepnfa
22312, 0.000000191, rtulqy
22313, 0.000000192, yogarf
22314, 0.000000189, uvaycl
22315, 0.000000192, eijvro
22316, 0.000000193, mjmndy
22317, 0.000000190, bhtoup
22318, 0.000000188, uwaeit
22319, 0.000000191, ciqrzk
22320, 0.000000189, dvxbll
22321, 0.000000190, icizpb
22322, 0.000000189, ylwprh
22323, 0.000000188, wfliew
22324, 0.000000192, concec
22325, 0.000000192, nxldbt
22326, 0.000000202, vfyuld
22327, 0.000000188, jcyapu
22328, 0.000000189, bnwvdn
22329, 0.000000193, zjlbvf
22330, 0.000000187, wbtxwi
22331, 0.000000189, lcebsj
22332, 0.000000190, zqmfmt
22333, 0.000000187, jtjhte
22334, 0.000000192, pmevek
22335, 0.000000206, fnakud
22336, 0.000000189, aanoem
22337, 0.000000190, kbxuev
22338, 0.000000194, pxkfef
22339, 0.000000190, thssrl
22340, 0.000000190, dggvyd
22341, 0.000000190, lprbwa
22342, 0.000000193, ghaaib
22343, 0.000000189, exhugl
22344, 0.000000191, etsavd
22345, 0.000000190, tfdmej
22346, 0.000000190, yzwijr
22347, 0.000000200, pvdtbz
22348, 0.000000206, sywteu
22349, 0.000000200, lmmyzl
22350, 0.000000197, lngkub
22351, 0.000000188, lmuvdk
22352, 0.000000192, shhbwh
22353, 0.000000189, neinut
22354, 0.000000194, hpyant
22355, 0.000000190, rlnqfd
22356, 0.000000191, xneppm
22357, 0.000000190, tkyiww
22358, 0.000000192, bcgwzx
22359, 0.000000193, ykliyw
22360, 0.000000189, hpealf
22361, 0.000000193, dmafqz
22362, 0.000000190, mjxucl
22363, 0.000000443, eujfkk
22364, 0.000000253, epposp
22365, 0.000000197, wadllc
22366, 0.000000191, gbgmer
22367, 0.000000187, acngne
22368, 0.000000191, lrsetv
22369, 0.000000201, dyuzwy
22370, 0.000000192, mtfduc
22371, 0.000000193, fzorse
22372, 0.000000203, hnrbip
22373, 0.000000207, zylcvf
22374, 0.000000191, yjooip
22375, 0.000000191, cwpkjl
22376, 0.000000189, uhdtht
22377, 0.000000189, ojcjhy
22378, 0.000000200, gsikcl
22379, 0.000000193, aziufp
22380, 0.000000210, wfribh
22381, 0.000000191, jtduxs
22382, 0.000000193, hehvlm
22383, 0.000000192, kjzzjf
22384, 0.000000190, wdpykk
22385, 0.000000191, hpwlkm
22386, 0.000000195, hssqch
22387, 0.000000199, byjcba
22388, 0.000000191, saunby
22389, 0.000000189, spdpck
22390, 0.000000188, ntcmev
22391, 0.000000188, yavjmx
22392, 0.000000189, ixhsjv
22393, 0.000000192, gknoxd
22394, 0.000000200, kmgfey
22395, 0.000000192, fpldqu
22396, 0.000000217, tuyhod
22397, 0.000000192, sscbvf
22398, 0.000000189, yxjfik
22399, 0.000000190, ppehwo
22400, 0.000000190, vcuhut
22401, 0.000000192, qhawky
22402, 0.000000188, njllol
22403, 0.000000189, ywbkoi
22404, 0.000000189, vzryoc
22405, 0.000000192, wjhygd
22406, 0.000000191, tceucg
22407, 0.000000190, zcesxq
22408, 0.000000190, zjcvme
22409, 0.000000301, ovbakx
22410, 0.000000263, sodfwx
22411, 0.000000249, wmlcyb
22412, 0.000000224, lemggs
22413, 0.000000242, kkebty
22414, 0.000000217, lnzjel
22415, 0.000000231, goisbf
22416, 0.000000227, xgerde
22417, 0.000000198, ttcvjf
22418, 0.000000231, fczqrb
22419, 0.000000198, pjebqk
22420, 0.000000218, qbsoye
22421, 0.000000192, kwfhag
22422, 0.000000193, kfefsv
22423, 0.000000212, kvomnp
22424, 0.000000277, artmpk
22425, 0.000000190, frtgif
22426, 0.000000191, twgetv
22427, 0.000000191, ekczuc
22428, 0.000000192, bntbje
22429, 0.000000191, actwdi
22430, 0.000000189, ncsiub
22431, 0.000000190, syhrpe
22432, 0.000000199, lucgno
22433, 0.000000214, syptcg
22434, 0.000000189, bckrkx
22435, 0.000000193, zbnynw
22436, 0.000000190, ebrrym
22437, 0.000000202, tarxwl
22438, 0.000000194, ubnhzx
22439, 0.000000191, thsuif
22440, 0.000000195, oxwjlr
22441, 0.000000197, bvzvwq
22442, 0.000000192, zazjqs
22443, 0.000000190, wjqegg
22444, 0.000000193, nvdaqz
22445, 0.000000191, okzdoo
22446, 0.000000199, julevl
22447, 0.000000191, lvpyvp
22448, 0.000000192, dapleu
22449, 0.000000192, pungvm
22450, 0.000000191, gqhgdb
22451, 0.000000199, gxvinx
22452, 0.000000188, mgplcy
22453, 0.000000190, ugieul
22454, 0.000000190, ttqfff
22455, 0.000000188, gqirei
22456, 0.000000190, qljdeo
22457, 0.000000191, pjtldp
22458, 0.000000192, tydkpf
22459, 0.000000194, fxrnys
22460, 0.000000190, iaxufi
22461, 0.000000190, dbpswj
22462, 0.000000188, yfhhna
22463, 0.000000188, upgcoy
22464, 0.000000187, wuepml
22465, 0.000000190, tusbew
22466, 0.000000193, jlqtsl
22467, 0.000000210, mzldml
22468, 0.000000190, ifyjpi
22469, 0.000000188, wrrvlm
22470, 0.000000201, sqewlq
22471, 0.000000190, ozyfgt
22472, 0.000000199, uozwbn
22473, 0.000000190, gwsgkw
22474, 0.000000190, sctnao
22475, 0.000000190, dvtlew
22476, 0.000000192, cclmud
22477, 0.000000188, kdldfb
22478, 0.000000190, dglcne
22479, 0.000000191, ukudzz
22480, 0.000000190, gtnybm
22481, 0.000000199, rplghd
22482, 0.000000190, agfhvj
22483, 0.000000191, hfsvpy
22484, 0.000000191, sxdrqu
22485, 0.000000191, nskgmp
22486, 0.000000193, qxhchg
22487, 0.000000200, fsrtye
22488, 0.000000221, wpcucb
22489, 0.000000190, wqofdp
22490, 0.000000191, vyqrlv
22491, 0.000000200, fbpuhh
22492, 0.000000223, elpnlg
22493, 0.000000192, eojkgc
22494, 0.000000189, yafdfb
22495, 0.000000192, etmsud
22496, 0.000000187, elvlfe
22497, 0.000000195, rwlwrt
22498, 0.000000195, eqjgxe
22499, 0.000000192, qsodop
22500, 0.000000324, wxywtk
22501, 0.000000193, ppwmfz
22502, 0.000000193, ckxvei
22503, 0.000000192, rvguzk
22504, 0.000000192, aabefo
22505, 0.000000192, cwanms
22506, 0.000000192, tilpxd
22507, 0.000000191, xtpxbj
22508, 0.000000191, kgmabx
22509, 0.000000189, qaoatx
22510, 0.000000193, kjarva
22511, 0.000000189, jgxlrp
22512, 0.000000191, kgfrch
22513, 0.000000194, zpjrez
22514, 0.000000193, cyxioc
22515, 0.000000192, anlljs
22516, 0.000000193, rbyffw
22517, 0.000000191, uzsfwt
22518, 0.000000192, mcnvvf
22519, 0.000000190, hfiorb
22520, 0.000000188, ankxme
22521, 0.000000194, qgdhtv
22522, 0.000000190, scwniq
22523, 0.000000192, uafzfu
22524, 0.000000193, pihzah
22525, 0.000000190, pydykl
22526, 0.000000191, dtlfyg
22527, 0.000000259, lzpbnq
22528, 0.000000194, sbnqza
22529, 0.000000191, snsjeu
22530, 0.000000194, nofcdg
22531, 0.000000191, ubkwjo
22532, 0.000000191, roktcu
22533, 0.000000192, jluuen
22534, 0.000000192, khpsek
22535, 0.000000190, ixzqqf
22536, 0.000000191, nngpnd
22537, 0.000000199, modrdi
22538, 0.000000193, xyocev
22539, 0.000000192, wfguaf
22540, 0.000000192, suwire
22541, 0.000000188, ufjbgj
22542, 0.000000192, bxlqpe
22543, 0.000000188, mriudf
22544, 0.000000191, wwfipy
22545, 0.000000190, buhvrp
22546, 0.000000193, vfxeyu
22547, 0.000000190, upqnbi
22548, 0.000000192, ncpshe
22549, 0.000000185, gumqtf
22550, 0.000000190, htqvdm
22551, 0.000000191, pjbvay
22552, 0.000000190, ppmmcd
22553, 0.000000191, hwbgak
22554, 0.000000189, nztcrz
22555, 0.000000190, nucilm
22556, 0.000000190, jdpffe
22557, 0.000000193, wohnhj
22558, 0.000000188, qfiwoe
22559, 0.000000189, qamgek
22560, 0.000000199, hdeaeg
22561, 0.000000302, skjoig
22562, 0.000000255, azcbjx
22563, 0.000000222, jhvkee
22564, 0.000000241, rwxmue
22565, 0.000000218, gltuko
22566, 0.000000229, uspfuh
22567, 0.000000195, moktsj
22568, 0.000000190, etjcpa
22569, 0.000000189, bsozsa
22570, 0.000000191, vdkaph
22571, 0.000000222, luhxbj
22572, 0.000000187, xonqyh
22573, 0.000000202, gsyoxg
22574, 0.000000191, xlmqtt
22575, 0.000000187, qvtjvw
22576, 0.000000189, omwoyp
22577, 0.000000189, xuykdh
22578, 0.000000189, cdyseh
22579, 0.000000189, qbybny
22580, 0.000000185, gifuxt
22581, 0.000000190, pmvdlq
22582, 0.000000189, lwoqyc
22583, 0.000000189, enfcya
22584, 0.000000191, seyonm
22585, 0.000000186, cpyrgr
22586, 0.000000214, iwntzm
22587, 0.000000188, qpvwhz
22588, 0.000000195, ywgpqj
22589, 0.000000186, xnmfim
22590, 0.000000207, jplzlj
22591, 0.000000189, unwcfp
22592, 0.000000188, goxsbt
22593, 0.000000198, wugzpa
22594, 0.000000184, ozwcat
22595, 0.000000200, xfymwa
22596, 0.000000209, xdntep
22597, 0.000000200, mqavdf
22598, 0.000000188, gdhzhc
22599, 0.000000187, qaqyjd
22600, 0.000000189, llusma
22601, 0.000000187, jtboau
22602, 0.000000192, ovivup
22603, 0.000000190, roiqvn
22604, 0.000000188, jhmwjy
22605, 0.000000187, pmdzdu
22606, 0.000000194, ucqqpq
22607, 0.000000188, zisabq
22608, 0.000000207, vziplm
22609, 0.000000188, iyvezm
22610, 0.000000199, ljdfdz
22611, 0.000000192, iwslbf
22612, 0.000000209, gbqeii
22613, 0.000000188, pqksna
22614, 0.000000194, krzxyi
22615, 0.000000185, vtoyrc
22616, 0.000000186, vtzbkv
22617, 0.000000200, nbjzxg
22618, 0.000000188, tmgqez
22619, 0.000000186, vsnwkb
22620, 0.000000186, bzknem
22621, 0.000000189, jwgqgd
22622, 0.000000191, ijfwku
22623, 0.000000187, zsuvru
22624, 0.000000191, ydalpw
22625, 0.000000192, lavgta
22626, 0.000000187, nlqynf
22627, 0.000000188, vgevzg
22628, 0.000000191, ryuldd
22629, 0.000000187, ntryom
22630, 0.000000204, zmpbmw
22631, 0.000000190, huoeqg
22632, 0.000000198, vbrsgt
22633, 0.000000207, ghrjmd
22634, 0.000000193, luibrw
22635, 0.000000199, dlfguh
22636, 0.000000192, hqylyv
22637, 0.000000192, miuexk
22638, 0.000000193, hsaptb
22639, 0.000000197, abcfks
22640, 0.000000193, lbpjaa
22641, 0.000000192, adrgvl
22642, 0.000000191, ksryuh
22643, 0.000000193, bbyrhc
22644, 0.000000190, owxxvs
22645, 0.000000193, lumutl
22646, 0.000000195, pspdyr
22647, 0.000000196, xywmtw
22648, 0.000000192, liwlwu
22649, 0.000000276, mftnyp
22650, 0.000000187, ljmfny
22651, 0.000000193, nsyejq
22652, 0.000000191, iavkdi
22653, 0.000000193, dsbbpi
22654, 0.000000187, kehqqe
22655, 0.000000199, qmmnki
22656, 0.000000189, lenfjb
22657, 0.000000192, bhyabd
22658, 0.000000191, qepugn
22659, 0.000000190, qnaykm
22660, 0.000000189, pansyh
22661, 0.000000188, mepxrr
22662, 0.000000190, zizdoe
22663, 0.000000192, jnkqzg
22664, 0.000000187, pxhkdx
22665, 0.000000191, touotz
22666, 0.000000203, kyxfjk
22667, 0.000000203, klfabp
22668, 0.000000204, mrkvvq
22669, 0.000000190, raxqlv
22670, 0.000000221, yivaii
22671, 0.000000191, blxvrb
22672, 0.000000190, jagclz
22673, 0.000000193, gohwsg
22674, 0.000000192, mpiphx
22675, 0.000000201, ulolcz
22676, 0.000000203, xfrgef
22677, 0.000000192, stuofn
22678, 0.000000193, zanvez
22679, 0.000000198, vrnooo
22680, 0.000000194, dxohfl
22681, 0.000000188, faibrz
22682, 0.000000190, eyknnh
22683, 0.000000189, vkqptb
22684, 0.000000195, rgjclq
22685, 0.000000191, foxvrv
22686, 0.000000191, levgwk
22687, 0.000000203, hybsho
22688, 0.000000189, fcmigv
22689, 0.000000191, smfeib
22690, 0.000000189, ohrgri
22691, 0.000000193, toopxt
22692, 0.000000191, ahqsbb
22693, 0.000000191, mwjhky
22694, 0.000000193, dtknha
22695, 0.000000190, dbmwwv
22696, 0.000000191, kpruvy
22697, 0.000000193, obnycf
22698, 0.000000190, twzjbh
22699, 0.000000189, nlpzqz
22700, 0.000000192, oeosbp
22701, 0.000000192, psiqlw
22702, 0.000000192, xgsuhz
22703, 0.000000190, pgzkzv
22704, 0.000000193, sapdgg
22705, 0.000000203, dbrece
22706, 0.000000192, esfobz
22707, 0.000000200, zzgxez
22708, 0.000000189, zjingz
22709, 0.000000193, atzjol
22710, 0.000000196, oeqxxy
22711, 0.000000190, kgsmph
22712, 0.000000299, unuyum
22713, 0.000000271, icznvu
22714, 0.000000241, bbgkym
22715, 0.000000229, bmtaiu
22716, 0.000000211, txluek
22717, 0.000000190, ulpwue
22718, 0.000000207, mxmrom
22719, 0.000000191, zmraqh
22720, 0.000000187, ymopcm
22721, 0.000000192, qptnab
22722, 0.000000218, uelivj
22723, 0.000000224, irunkp
22724, 0.000000190, agncbm
22725, 0.000000191, cvxkfm
22726, 0.000000185, ivrpvx
22727, 0.000000197, ebhmhm
22728, 0.000000189, qpxbtg
22729, 0.000000189, nutgpx
22730, 0.000000189, ppwrtp
22731, 0.000000196, qyvtdy
22732, 0.000000187, mnbbed
22733, 0.000000188, bhbeba
22734, 0.000000188, waudtn
22735, 0.000000189, rclqht
22736, 0.000000187, nnrnys
22737, 0.000000186, hkgxsi
22738, 0.000000200, bbdcml
22739, 0.000000206, esrgav
22740, 0.000000188, vkojqe
22741, 0.000000191, rjrnkk
22742, 0.000000191, oggnuo
22743, 0.000000193, kqmqua
22744, 0.000000189, tkcxos
22745, 0.000000185, opieuc
22746, 0.000000189, pnbbbl
22747, 0.000000188, sqkgzj
22748, 0.000000203, kuonvk
22749, 0.000000198, iiuysw
22750, 0.000000189, weskgt
22751, 0.000000186, rdevgj
22752, 0.000000197, ihkiea
22753, 0.000000189, hhmqio
22754, 0.000000207, tyfavk
22755, 0.000000188, zvvbuz
22756, 0.000000187, dzcklv
22757, 0.000000190, kzhgpc
22758, 0.000000192, uhgtpz
22759, 0.000000189, tdnbdd
22760, 0.000000192, ayshwp
22761, 0.000000185, fhjeka
22762, 0.000000190, wiirdh
22763, 0.000000188, anqfgv
22764, 0.000000193, gpmftm
22765, 0.000000190, yvtzka
22766, 0.000000191, mbddyr
22767, 0.000000192, lpelpl
22768, 0.000000188, aevhwj
22769, 0.000000191, ckfgaq
22770, 0.000000192, wsgaji
22771, 0.000000198, lrvvfz
22772, 0.000000189, jdtznx
22773, 0.000000191, nkmyfx
22774, 0.000000191, vtvlbh
22775, 0.000000190, dhpbsp
22776, 0.000000191, ueudld
22777, 0.000000187, awugya
22778, 0.000000191, istblj
22779, 0.000000194, vwbsbl
22780, 0.000000191, qzrqpq
22781, 0.000000188, jwaxwb
22782, 0.000000189, fvzdts
22783, 0.000000188, fcrvlo
22784, 0.000000191, rlnwbn
22785, 0.000000189, lticvf
22786, 0.000000190, tzdych
22787, 0.000000190, ncnjkz
22788, 0.000000186, mcatgg
22789, 0.000000196, augfei
22790, 0.000000190, aivlsn
22791, 0.000000189, wwprcy
22792, 0.000000197, xeiuzv
22793, 0.000000187, bdeufp
22794, 0.000000198, shwyby
22795, 0.000000195, hzfkch
22796, 0.000000191, kiduvw
22797, 0.000000188, rhwjho
22798, 0.000000189, hnotob
22799, 0.000000188, xffbkv
22800, 0.000000187, aztclg
22801, 0.000000197, jzfdqc
22802, 0.000000188, fwvntf
22803, 0.000000197, uoryaf
22804, 0.000000187, jguqmp
22805, 0.000000200, ojiuox
22806, 0.000000207, itsebs
22807, 0.000000189, bhatat
22808, 0.000000189, ngkgmt
22809, 0.000000186, lrfmlu
22810, 0.000000189, uuvqwa
22811, 0.000000192, njqccs
22812, 0.000000194, ceadzp
22813, 0.000000189, kdtzyq
22814, 0.000000202, xpyrgp
22815, 0.000000196, kvrtol
22816, 0.000000187, vvdinl
22817, 0.000000200, uylaal
22818, 0.000000200, xocjoc
22819, 0.000000190, dxpefb
22820, 0.000000185, jcphge
22821, 0.000000187, tdjqjt
22822, 0.000000188, tfgrst
22823, 0.000028319, xhoknm
22824, 0.000000293, ijrgry
22825, 0.000000290, euduue
22826, 0.000000256, dngfrv
22827, 0.000000256, cjinvd
22828, 0.000000212, zdxpik
22829, 0.000000230, bzhjqh
22830, 0.000000206, qfronb
22831, 0.000000203, aefsqg
22832, 0.000000197, kzhgqt
22833, 0.000000201, jonfxc
22834, 0.000000191, xqhcpw
22835, 0.000000186, qijncp
22836, 0.000000207, nnysrh
22837, 0.000000222, ttbtoz
22838, 0.000000189, smtyog
22839, 0.000000187, nstasa
22840, 0.000000199, pcegwh
22841, 0.000000191, apnsfu
22842, 0.000000195, cvcfdk
22843, 0.000000187, fnhtal
22844, 0.000000190, affugl
22845, 0.000000188, kfleaj
22846, 0.000000201, zikjln
22847, 0.000000190, hzzgvg
22848, 0.000000189, wkjnhn
22849, 0.000000189, pmahnz
22850, 0.000000257, wioshy
22851, 0.000000190, dqavxk
22852, 0.000000189, msbelg
22853, 0.000000188, xlsdei
22854, 0.000000187, lwpokt
22855, 0.000000190, nkilcb
22856, 0.000000192, fukieh
22857, 0.000000188, oelakp
22858, 0.000000197, zyhekj
22859, 0.000000188, rmhovu
22860, 0.000000186, cstjpm
22861, 0.000000190, qudaxy
22862, 0.000000185, esjduy
22863, 0.000000189, qvoraz
22864, 0.000000316, zavrpd
22865, 0.000000253, vmmirx
22866, 0.000000244, lguhqe
22867, 0.000000242, ijcgrl
22868, 0.000000239, zyuxue
22869, 0.000000209, zzpqsv
22870, 0.000000197, asfzat
22871, 0.000000194, hjsdhy
22872, 0.000000232, pdxabg
22873, 0.000000192, wchbfr
22874, 0.000000222, nyhjpw
22875, 0.000000193, vdwitf
22876, 0.000000224, dvvwqr
22877, 0.000000221, awyxpc
22878, 0.000000194, iqrmwz
22879, 0.000000212, ggexbv
22880, 0.000000190, eqniiv
22881, 0.000000191, nuykgo
22882, 0.000000192, ahjcyt
22883, 0.000000189, ipnuun
22884, 0.000000191, vxengc
22885, 0.000000203, mbcvai
22886, 0.000000208, ogowjf
22887, 0.000000192, iwxarg
22888, 0.000000189, wylnel
22889, 0.000000191, fcckpz
22890, 0.000000191, afbypl
22891, 0.000000193, zwnitt
22892, 0.000000217, zrjbdx
22893, 0.000000214, xjxvll
22894, 0.000000193, roazpe
22895, 0.000000204, zvieyn
22896, 0.000000193, rxjjaf
22897, 0.000000188, agvzvh
22898, 0.000000194, utxstr
22899, 0.000000194, nrickh
22900, 0.000000190, dooeta
22901, 0.000000191, gggcga
22902, 0.000000193, bndzky
22903, 0.000000194, pqarrd
22904, 0.000000194, clbtzf
22905, 0.000000195, borsey
22906, 0.000000194, kyylwg
22907, 0.000000192, goljhu
22908, 0.000000193, hhsnhe
22909, 0.000000189, hmflui
22910, 0.000000190, wboucg
22911, 0.000000191, bzigdr
22912, 0.000000190, hfbbep
22913, 0.000000198, apfxai
22914, 0.000000194, iumieo
22915, 0.000000197, ynkmis
22916, 0.000000196, wuetiv
22917, 0.000000190, cxvuca
22918, 0.000000190, jbdzwi
22919, 0.000000191, jjjwek
22920, 0.000000196, fpdsmu
22921, 0.000000193, exxudf
22922, 0.000000192, sbdmby
22923, 0.000000192, aobtsj
22924, 0.000000193, feuvvv
22925, 0.000000192, nreafc
22926, 0.000000202, ehobxq
22927, 0.000000191, ipvaty
22928, 0.000000189, syslba
22929, 0.000000192, mfexvl
22930, 0.000000196, lootzw
22931, 0.000000195, dbiiof
22932, 0.000000203, pdyeiv
22933, 0.000000195, lqufyo
22934, 0.000000195, ngyjmm
22935, 0.000000192, aaklfk
22936, 0.000000192, pprzxr
22937, 0.000000194, sfdgfw
22938, 0.000000188, isjmhk
22939, 0.000000196, whqcjg
22940, 0.000000193, bixqfz
22941, 0.000000190, wsxiwk
22942, 0.000000190, jyzaqb
22943, 0.000000193, dgsmhb
22944, 0.000000191, bfnbnr
22945, 0.000000192, edoyfk
22946, 0.000000190, kcdavx
22947, 0.000000191, qyydgw
22948, 0.000000191, iuamwf
22949, 0.000000191, rcugul
22950, 0.000000192, zfzrjk
22951, 0.000000203, bquaqt
22952, 0.000000199, lsabyo
22953, 0.000000193, onjndl
22954, 0.000000190, pltxea
22955, 0.000000192, rpqhab
22956, 0.000000188, ixwxxo
22957, 0.000000192, rfwncj
22958, 0.000000191, ekzrzz
22959, 0.000000192, oawswl
22960, 0.000000192, zrzjsl
22961, 0.000000190, dmydaq
22962, 0.000000194, svvwjt
22963, 0.000000196, hpsnld
22964, 0.000000194, jqxzam
22965, 0.000000199, ttoyvq
22966, 0.000000190, egttkn
22967, 0.000000193, usyrpa
22968, 0.000000192, xkdmrp
22969, 0.000000195, snnaua
22970, 0.000000195, qtaayj
22971, 0.000000196, wzsivh
22972, 0.000000194, jtonqf
22973, 0.000000189, qrpunv
22974, 0.000000191, gmvbyl
22975, 0.000000192, wnwedq
22976, 0.000000190, cvvthc
22977, 0.000000190, cpbptl
22978, 0.000000191, ysogcv
22979, 0.000000192, petlwk
22980, 0.000000194, pvtlua
22981, 0.000000195, illxjz
22982, 0.000000210, stmrby
22983, 0.000000193, dkmvto
22984, 0.000000191, owlezk
22985, 0.000000203, cqfske
22986, 0.000000195, granvq
22987, 0.000000198, nksbqe
22988, 0.000000190, vwslll
22989, 0.000000218, ddnifq
22990, 0.000000190, llqacg
22991, 0.000000194, xhnyyo
22992, 0.000000189, vvuctp
22993, 0.000000192, ftpqyh
22994, 0.000000191, dxidmp
22995, 0.000000189, gkizau
22996, 0.000000197, orhvxs
22997, 0.000000191, fpmgsc
22998, 0.000000193, mbrioj
22999, 0.000000192, jucgal
23000, 0.000000190, ddjvpk
23001, 0.000000230, gfcwih
23002, 0.000000208, hsjbyy
23003, 0.000000194, jykscx
23004, 0.000000194, utwhew
23005, 0.000000191, kbneob
23006, 0.000000192, wiprjl
23007, 0.000000190, crymua
23008, 0.000000195, wlchhy
23009, 0.000000193, rrnzcj
23010, 0.000000192, tlftgd
23011, 0.000000191, zjgcmq
23012, 0.000000192, kqbfxj
23013, 0.000000193, dvnvqd
23014, 0.000000191, adisyg
23015, 0.000000193, avyxdp
23016, 0.000000305, rzeoke
23017, 0.000000263, apjklc
23018, 0.000000247, aoiwwo
23019, 0.000000211, tbovfk
23020, 0.000000215, eofpop
23021, 0.000000222, hpocuv
23022, 0.000000193, uoaolb
23023, 0.000000192, qnebky
23024, 0.000000226, hfgyql
23025, 0.000000190, neloae
23026, 0.000000194, iikywh
23027, 0.000000208, ecwgfp
23028, 0.000000193, xwsyko
23029, 0.000000192, ocsjhb
23030, 0.000000192, bhfzok
23031, 0.000000192, yacgrw
23032, 0.000000191, xdyqdr
23033, 0.000000197, nxvsgr
23034, 0.000000192, attmzu
23035, 0.000000189, renber
23036, 0.000000188, vqirmx
23037, 0.000000190, hlwvgy
23038, 0.000000190, evkoek
23039, 0.000000191, gudzhv
23040, 0.000000189, rhkzgz
23041, 0.000000196, qjllti
23042, 0.000000193, ypvvsu
23043, 0.000000189, vinfuy
23044, 0.000000186, rrlxmx
23045, 0.000000222, zsmbeq
23046, 0.000000190, jrjuvo
23047, 0.000000188, ptofno
23048, 0.000000189, pzzbrc
23049, 0.000000192, anzvvj
23050, 0.000000196, cldlfs
23051, 0.000000193, gloify
23052, 0.000000193, ibcmxp
23053, 0.000000190, hgyqhn
23054, 0.000000191, ezmxis
23055, 0.000000189, dzkmzw
23056, 0.000000193, tyivlq
23057, 0.000000190, zgnxek
23058, 0.000000191, kyagmm
23059, 0.000000190, mpzowr
23060, 0.000000201, qnuwfi
23061, 0.000000192, qujfch
23062, 0.000000193, varhpw
23063, 0.000000189, ruuzzv
23064, 0.000000187, xuhlse
23065, 0.000000191, dvmhwc
23066, 0.000000189, sjuoif
23067, 0.000000189, zpuvez
23068, 0.000000195, ownlnw
23069, 0.000000191, ldzhqi
23070, 0.000000190, tmyqyp
23071, 0.000000190, bnvnpl
23072, 0.000000189, mqfnwj
23073, 0.000000190, bttulh
23074, 0.000000193, dclrpe
23075, 0.000000188, dtpwlq
23076, 0.000000188, dtslkl
23077, 0.000000190, efbzlm
23078, 0.000000192, bckmxa
23079, 0.000000191, voiiao
23080, 0.000000190, hlodyq
23081, 0.000000188, aowyad
23082, 0.000000190, whnass
23083, 0.000000231, wiivce
23084, 0.000000194, pawsen
23085, 0.000000339, rogtpr
23086, 0.000000195, esvwae
23087, 0.000000191, gnqobt
23088, 0.000000192, cgtxmx
23089, 0.000000194, zciltv
23090, 0.000000190, dqvqjr
23091, 0.000000195, vmofre
23092, 0.000000188, rxwfys
23093, 0.000000192, xhqutp
