n,t,w
15421, 0.000000204, tgzcuz
15422, 0.000000208, clrpib
15423, 0.000000205, izlvfw
15424, 0.000000201, pxwgmu
15425, 0.000000242, cwtont
15426, 0.000000191, qutjhr
15427, 0.000000202, lkozgd
15428, 0.000000206, ahqjiu
15429, 0.000000195, mkrcue
15430, 0.000000338, hbrbes
15431, 0.000000237, atnuon
15432, 0.000000202, azypqm
15433, 0.000000213, zfniwg
15434, 0.000000215, frfmjz
15435, 0.000000210, jzymjb
15436, 0.000000202, wfypeq
15437, 0.000000264, gcjabo
15438, 0.000000201, phcxcl
15439, 0.000000193, mlhobp
15440, 0.000000191, msxiix
15441, 0.000000204, dhxqus
15442, 0.000000204, opwtnz
15443, 0.000000207, tuzrmd
15444, 0.000000207, jlozzk
15445, 0.000000196, mnhshj
15446, 0.000000194, crzewp
15447, 0.000000208, fovqho
15448, 0.000000190, lbotff
15449, 0.000000199, bycuhr
15450, 0.000000203, dankrh
15451, 0.000000200, rbbnux
15452, 0.000000202, tztlnc
15453, 0.000000210, ywoejw
15454, 0.000000264, kywamp
15455, 0.000000194, obtpoa
15456, 0.000000194, xhalsb
15457, 0.000000200, xnvlgc
15458, 0.000000211, okzqlc
15459, 0.000000192, wxrbwy
15460, 0.000000238, idiwsc
15461, 0.000000200, jdqzkr
15462, 0.000000202, dbnkke
15463, 0.000000215, psqrgu
15464, 0.000000197, yvqfci
15465, 0.000000212, hwnejr
15466, 0.000000201, xbfwpf
15467, 0.000000224, ebvbxm
15468, 0.000000192, pxmmrt
15469, 0.000000193, zybopk
15470, 0.000000190, xzsnvb
15471, 0.000000195, eyqpre
15472, 0.000000197, vvqumz
15473, 0.000000198, lvwhps
15474, 0.000000199, hbscrf
15475, 0.000000189, akuahg
15476, 0.000000217, hpqiwg
15477, 0.000000222, sxlodo
15478, 0.000000198, rdnoyd
15479, 0.000000196, xebwyg
15480, 0.000000198, zuptem
15481, 0.000000258, hoxgsw
15482, 0.000000203, yhigis
15483, 0.000000196, gtpjhb
15484, 0.000000200, zeyefd
15485, 0.000000192, utemub
15486, 0.000000203, kcizuv
15487, 0.000000201, ftsfar
15488, 0.000000204, iicxeu
15489, 0.000000195, zavjmn
15490, 0.000000198, dluydk
15491, 0.000000203, owhqea
15492, 0.000000192, tbytbv
15493, 0.000000265, vphnuv
15494, 0.000000196, xsqocq
15495, 0.000000198, ppdxym
15496, 0.000000187, vebmuv
15497, 0.000000190, anmijg
15498, 0.000000189, yjvbue
15499, 0.000000197, njjxjb
15500, 0.000000188, dmkwfy
15501, 0.000000215, blwrhy
15502, 0.000000190, vuytpu
15503, 0.000000199, ohegec
15504, 0.000000220, sxrskt
15505, 0.000000191, lbiiwb
15506, 0.000000196, ihuwyw
15507, 0.000000187, iwkbec
15508, 0.000000200, lhafae
15509, 0.000000202, cwqbcy
15510, 0.000000193, rmcvsg
15511, 0.000000206, ysbqpt
15512, 0.000000203, xvzkcd
15513, 0.000000192, kgtagc
15514, 0.000000239, ekjvfc
15515, 0.000000197, llphub
15516, 0.000000196, zbuyxv
15517, 0.000000190, qqwkqp
15518, 0.000000205, kqrqmt
15519, 0.000000209, eppjbr
15520, 0.000000197, qukrre
15521, 0.000000202, adoysu
15522, 0.000000278, kqedqf
15523, 0.000000191, hsqezv
15524, 0.000000193, mwrfzx
15525, 0.000000216, itwwoe
15526, 0.000000203, hqhfdk
15527, 0.000000199, nihjer
15528, 0.000000202, rpkkfp
15529, 0.000000265, navroq
15530, 0.000000192, kdyzqo
15531, 0.000000203, rjwvse
15532, 0.000000193, elmjux
15533, 0.000000197, bozitk
15534, 0.000000196, aglogf
15535, 0.000000198, dealpf
15536, 0.000000196, ytdadx
15537, 0.000000196, zgmcsa
15538, 0.000000189, tjunmr
15539, 0.000000201, bhxvxw
15540, 0.000000191, ebottk
15541, 0.000000200, ttycws
15542, 0.000000261, xaqgov
15543, 0.000000189, eyxtza
15544, 0.000000197, zpmmsa
15545, 0.000000190, doxcjy
15546, 0.000000195, lppxpj
15547, 0.000000199, uamffn
15548, 0.000000197, regace
15549, 0.000000200, eheoea
15550, 0.000000199, hnnyxw
15551, 0.000000193, cntiab
15552, 0.000000200, sllesr
15553, 0.000000189, xpafzi
15554, 0.000000199, zzzcdb
15555, 0.000000196, wukcti
15556, 0.000000190, fyslyd
15557, 0.000000192, qlmfnd
15558, 0.000000187, jeljfg
15559, 0.000000191, bgexwd
15560, 0.000000199, mtckdz
15561, 0.000000199, roxpmv
15562, 0.000000197, oeqksj
15563, 0.000000192, spvsax
15564, 0.000000188, gkvjhz
15565, 0.000000199, fjrnkc
15566, 0.000000206, wohucy
15567, 0.000000201, thphhx
15568, 0.000000197, kogclm
15569, 0.000000191, pdjmjv
15570, 0.000000192, lsypuy
15571, 0.000000202, lhygrv
15572, 0.000000205, qevwnk
15573, 0.000000209, iytfwk
15574, 0.000000199, yfwolv
15575, 0.000000206, ljzjxu
15576, 0.000000195, soyjzv
15577, 0.000000260, wzgcae
15578, 0.000000194, dthodk
15579, 0.000000196, gzbyrp
15580, 0.000000197, tepkcn
15581, 0.000000192, dbmacf
15582, 0.000000212, bpvouf
15583, 0.000000214, tlzoou
15584, 0.000000201, yskmgf
15585, 0.000000264, dqrnrs
15586, 0.000000202, nfmofg
15587, 0.000000194, yepfyb
15588, 0.000000196, ztwjlo
15589, 0.000000196, hyntkf
15590, 0.000000197, tvnzav
15591, 0.000000196, gbmwjs
15592, 0.000000189, mipayj
15593, 0.000000196, opkuuy
15594, 0.000000188, canxro
15595, 0.000000195, mskuqy
15596, 0.000000191, hsbixs
15597, 0.000000198, ubfyoq
15598, 0.000000220, kcrtaq
15599, 0.000000188, ibhhfe
15600, 0.000000192, cxgvze
15601, 0.000000190, lwotjp
15602, 0.000000194, gnohub
15603, 0.000000190, bywqky
15604, 0.000000196, ogpqhi
15605, 0.000000199, twmovz
15606, 0.000000198, fkltue
15607, 0.000000188, zjfsya
15608, 0.000000198, bmuzny
15609, 0.000000196, fhlhpw
15610, 0.000000192, dgvwod
15611, 0.000000196, nhsvgo
15612, 0.000000199, ruazvb
15613, 0.000000196, kiualq
15614, 0.000000189, oishgf
15615, 0.000000198, iilhci
15616, 0.000000197, xorcnz
15617, 0.000000243, sovopp
15618, 0.000000201, uqneuo
15619, 0.000000189, cvvavl
15620, 0.000000197, glggoh
15621, 0.000000197, xzoygi
15622, 0.000000193, zjbuxl
15623, 0.000000233, ybvgjj
15624, 0.000000199, ncfaez
15625, 0.000000186, jdohyd
15626, 0.000000195, wrjtsq
15627, 0.000000196, uyntxf
15628, 0.000000194, eruefp
15629, 0.000000197, yducfw
15630, 0.000000185, vfiahf
15631, 0.000000232, fkjfpu
15632, 0.000000186, fvvfpn
15633, 0.000000196, brroem
15634, 0.000000197, wpzkcr
15635, 0.000000199, hnhrqx
15636, 0.000000188, imhnov
15637, 0.000000195, whevqi
15638, 0.000000185, wpfpdc
15639, 0.000000195, wgcios
15640, 0.000000187, zdhtyr
15641, 0.000000187, lttkvm
15642, 0.000000195, yskftp
15643, 0.000000192, brlvcp
15644, 0.000000259, qafsxz
15645, 0.000000198, eihzst
15646, 0.000000200, hhmrpq
15647, 0.000000185, rrrzkq
15648, 0.000000194, pnwcpd
15649, 0.000000189, kjsaqd
15650, 0.000000196, ofbtmy
15651, 0.000000197, ktuenz
15652, 0.000000185, hwzfgm
15653, 0.000000187, lnzntp
15654, 0.000000193, dsqdzr
15655, 0.000000202, vkicis
15656, 0.000000199, woezdf
15657, 0.000000190, aqhspv
15658, 0.000000192, nrpitl
15659, 0.000000194, vseopw
15660, 0.000000195, isnthl
15661, 0.000000233, jdsiln
15662, 0.000000189, taocnt
15663, 0.000000199, fajwgc
15664, 0.000000189, jfijah
15665, 0.000000192, hsxcaq
15666, 0.000000202, fxyzbb
15667, 0.000000187, flszum
15668, 0.000000196, ysuvpl
15669, 0.000000319, lwsldd
15670, 0.000000190, cklqgt
15671, 0.000000189, dnzgpy
15672, 0.000000198, huqsub
15673, 0.000000264, mfgigg
15674, 0.000000185, ljdzec
15675, 0.000000196, zegtyh
15676, 0.000000202, ncbgsa
15677, 0.000000190, pitezk
15678, 0.000000198, nwygvv
15679, 0.000000197, dropfp
15680, 0.000000190, rtvnkx
15681, 0.000000191, sxqfkp
15682, 0.000000195, iyrcoj
15683, 0.000000196, iyyfzv
15684, 0.000000211, exeeyw
15685, 0.000000197, sghtni
15686, 0.000000235, qzwulo
15687, 0.000000194, jrqugd
15688, 0.000000196, sbhrmg
15689, 0.000000196, weoutp
15690, 0.000000187, sazrjr
15691, 0.000000187, jmskei
15692, 0.000000194, jfrqek
15693, 0.000000190, wpjgyh
15694, 0.000000190, dgyfor
15695, 0.000000196, huxica
15696, 0.000000243, otcxcb
15697, 0.000000210, vokddy
15698, 0.000000195, ecywte
15699, 0.000000192, limble
15700, 0.000000202, pwogpb
15701, 0.000000190, dbjkqj
15702, 0.000000192, bugvai
15703, 0.000000190, vtjcxr
15704, 0.000000193, cjjrjm
15705, 0.000000189, mpxxkp
15706, 0.000000188, pzxxqf
15707, 0.000000198, eklydo
15708, 0.000000194, zhowyu
15709, 0.000000186, gbtbmt
15710, 0.000000195, oehupo
15711, 0.000000207, oewtag
15712, 0.000000189, gpgujs
15713, 0.000000200, zwjsys
15714, 0.000000193, ovfcxw
15715, 0.000000258, tfshrl
15716, 0.000000189, uclhoc
15717, 0.000000194, vozymq
15718, 0.000000187, pwkngq
15719, 0.000000198, qcobki
15720, 0.000000187, dikjvv
15721, 0.000000188, bqhjrg
15722, 0.000000187, glwlib
15723, 0.000000189, xadowg
15724, 0.000000199, vhdklt
15725, 0.000000187, ebnbhs
15726, 0.000000201, pxtngm
15727, 0.000000196, yfvorh
15728, 0.000000188, ygdnlb
15729, 0.000000189, kkftnk
15730, 0.000000189, owdmfl
15731, 0.000000187, sosyxy
15732, 0.000000188, rakeen
15733, 0.000000194, mglyay
15734, 0.000000304, nsiryl
15735, 0.000000230, dyupqf
15736, 0.000000219, scycrz
15737, 0.000000201, sichse
15738, 0.000000192, sxdqio
15739, 0.000000203, aikpef
15740, 0.000000201, xvboaf
15741, 0.000000193, nhkoha
15742, 0.000000202, lotlsk
15743, 0.000000201, skxags
15744, 0.000000201, wxzoaf
15745, 0.000000204, ofmmcs
15746, 0.000000202, ytpvmu
15747, 0.000000201, yszvap
15748, 0.000000198, ngbxct
15749, 0.000000190, osmver
15750, 0.000000189, ptmvkz
15751, 0.000000202, jbdjhr
15752, 0.000000192, zocjah
15753, 0.000000194, lxtrge
15754, 0.000000192, qktqsv
15755, 0.000000196, yaaers
15756, 0.000000192, kkuphm
15757, 0.000000194, etkekj
15758, 0.000000200, kntcgy
15759, 0.000000192, owwwcp
15760, 0.000000197, iblfol
15761, 0.000000194, esnhvx
15762, 0.000000194, dxeuhc
15763, 0.000000190, vrkrwy
15764, 0.000000188, eqrqiu
15765, 0.000000200, zwpvws
15766, 0.000000218, libwgl
15767, 0.000000202, atfdnv
15768, 0.000000196, hbcmtg
15769, 0.000000198, ahjqik
15770, 0.000000199, zrexpe
15771, 0.000000200, hdonhw
15772, 0.000000189, iyzhhw
15773, 0.000000188, kmcvil
15774, 0.000000199, rzsucf
15775, 0.000000200, qesabg
15776, 0.000000191, ttcldz
15777, 0.000000187, yjnopc
15778, 0.000000202, ssxitp
15779, 0.000000190, kggdgk
15780, 0.000000198, wxhgns
15781, 0.000000197, zupqde
15782, 0.000000204, pdethw
15783, 0.000000192, mwrzaq
15784, 0.000000193, zwvhqc
15785, 0.000000193, fftitb
15786, 0.000000190, ectvku
15787, 0.000000192, vdwgxz
15788, 0.000000196, odsstm
15789, 0.000000191, plhepo
15790, 0.000000197, mpdqpe
15791, 0.000000191, ljwooo
15792, 0.000000202, gdonoe
15793, 0.000000186, axoqyi
15794, 0.000000191, lejbwq
15795, 0.000000192, jgjptt
15796, 0.000000199, yzkzdw
15797, 0.000000199, nbwrzz
15798, 0.000000199, vkwlmr
15799, 0.000000192, ojgexz
15800, 0.000000200, liqvcg
15801, 0.000000197, hhjebz
15802, 0.000000199, ksklik
15803, 0.000000231, kdbvou
15804, 0.000000243, tkgpct
15805, 0.000000195, pgxfsz
15806, 0.000000208, soefzc
15807, 0.000000188, diesps
15808, 0.000000190, qyyokc
15809, 0.000000191, rdcxmh
15810, 0.000000190, reyztv
15811, 0.000000220, vqoksj
15812, 0.000000192, bzpsyb
15813, 0.000000190, mfyamx
15814, 0.000000199, mrkbsn
15815, 0.000000192, sztgro
15816, 0.000000198, ghqzxx
15817, 0.000000198, rdrqdr
15818, 0.000000190, tnztks
15819, 0.000000200, sgvaum
15820, 0.000000191, nvpybd
15821, 0.000000189, hiaxns
15822, 0.000000202, jnaoli
15823, 0.000000201, rypcam
15824, 0.000000191, idrqek
15825, 0.000000199, crsauv
15826, 0.000000192, esripi
15827, 0.000000194, mbngkj
15828, 0.000000202, dmcmyv
15829, 0.000000198, yeunpq
15830, 0.000000194, qcnawp
15831, 0.000000197, kzvvdk
15832, 0.000000196, fdgtzy
15833, 0.000000199, orfiuq
15834, 0.000000194, zsrzvl
15835, 0.000000189, yvxhjc
15836, 0.000000264, gwixdh
15837, 0.000000208, nkkbyi
15838, 0.000000192, qsktkn
15839, 0.000000200, txqeqa
15840, 0.000000200, secpvs
15841, 0.000000206, gvojzn
15842, 0.000000190, tlekwv
15843, 0.000000203, fguxfr
15844, 0.000000188, loqjda
15845, 0.000000188, lqwxid
15846, 0.000000188, jxdurs
15847, 0.000000200, sbyzmv
15848, 0.000000202, ngkmiz
15849, 0.000000201, gtoatc
15850, 0.000000191, elrizo
15851, 0.000000189, ughdjh
15852, 0.000000188, lyssuw
15853, 0.000000186, huodxy
15854, 0.000000193, yfqbkp
15855, 0.000000201, pfjkve
15856, 0.000000191, lmdvda
15857, 0.000000189, yhsrpq
15858, 0.000000197, bfimvp
15859, 0.000000197, kgnfbq
15860, 0.000000193, zhbeqw
15861, 0.000000194, xkvdao
15862, 0.000000200, badnqt
15863, 0.000000202, iikejq
15864, 0.000000200, ayzkii
15865, 0.000000194, uyxtay
15866, 0.000000263, hqpjxy
15867, 0.000000194, naarma
15868, 0.000000211, xzjmll
15869, 0.000000193, zpjtzl
15870, 0.000000192, nfrrwz
15871, 0.000000235, xdgqlv
15872, 0.000000199, vlcywm
15873, 0.000000196, afkewj
15874, 0.000000191, imgnpz
15875, 0.000000200, zuwytj
15876, 0.000000197, quibqt
15877, 0.000000190, kbeqiv
15878, 0.000000199, efxvuf
15879, 0.000000200, alyhuc
15880, 0.000000205, cuzmxc
15881, 0.000000199, ojtobc
15882, 0.000000191, arcbvu
15883, 0.000000199, sgfzly
15884, 0.000000199, cxtycq
15885, 0.000000187, qpkmdz
15886, 0.000000226, haarbt
15887, 0.000000208, hqbnku
15888, 0.000000214, qjcwsx
15889, 0.000000194, wtudii
15890, 0.000000203, eaemwk
15891, 0.000000209, bvsrur
15892, 0.000000206, wjuxae
15893, 0.000000195, mhexoq
15894, 0.000000195, jipbkx
15895, 0.000000198, yxqthz
15896, 0.000000204, qtodps
15897, 0.000000193, eecwhx
15898, 0.000000184, lpkfae
15899, 0.000000200, omvmhv
15900, 0.000000196, qxrdog
15901, 0.000000203, hgvcke
15902, 0.000000200, lcnsmk
15903, 0.000000192, renydj
15904, 0.000000205, knjruq
15905, 0.000000190, rdtyid
15906, 0.000000189, bhdrxo
15907, 0.000000193, xanrnq
15908, 0.000000201, drzfko
15909, 0.000000197, fbptqc
15910, 0.000000200, rtsnxw
15911, 0.000000197, qsyhsf
15912, 0.000000197, nczxse
15913, 0.000000188, syleod
15914, 0.000000397, gsesdz
15915, 0.000000193, ufwuat
15916, 0.000000201, vlncmg
15917, 0.000000190, icmjtc
15918, 0.000000201, vrbpzx
15919, 0.000000200, hbxpgv
15920, 0.000000193, wzvwps
15921, 0.000000191, ewyamh
15922, 0.000000201, nkldxw
15923, 0.000000199, jgszsp
15924, 0.000000191, oiabjb
15925, 0.000000194, dinbyd
15926, 0.000000191, mdlgcs
15927, 0.000000190, xqiean
15928, 0.000000193, fjglnx
15929, 0.000000188, lojdox
15930, 0.000000191, kqwcds
15931, 0.000000193, izehon
15932, 0.000000190, qeoyfo
15933, 0.000000190, xbyjdu
15934, 0.000000190, toajxm
15935, 0.000000199, ekigjg
15936, 0.000000190, juaylc
15937, 0.000000198, uuluuv
15938, 0.000000197, ieuubc
15939, 0.000000200, glfitt
15940, 0.000000190, fpfqyz
15941, 0.000000193, rqicat
15942, 0.000000195, apaxkq
15943, 0.000000191, mwjtnl
15944, 0.000000196, fcqdpt
15945, 0.000000192, kormhr
15946, 0.000000201, cjswhp
15947, 0.000000197, yjsdse
15948, 0.000000197, lbbcxl
15949, 0.000000263, vpafor
15950, 0.000000201, aqover
15951, 0.000000199, thubvi
15952, 0.000000191, csvgjw
15953, 0.000000192, ohohmu
15954, 0.000000192, xsfejl
15955, 0.000000200, rcyyjc
15956, 0.000000193, snshcx
15957, 0.000000201, cdcvus
15958, 0.000000198, dwnuvt
15959, 0.000000189, emuolh
15960, 0.000000200, anibhl
15961, 0.000000188, tbpfdk
15962, 0.000000200, bqfbws
15963, 0.000000193, biewxj
15964, 0.000000193, izzzxl
15965, 0.000000198, digios
15966, 0.000000203, zxcfwx
15967, 0.000000201, oxvvop
15968, 0.000000203, kxkbwn
15969, 0.000000201, idlcdv
15970, 0.000000198, tiieii
15971, 0.000000202, qgylob
15972, 0.000000196, gxuqgs
15973, 0.000000200, uhldwc
15974, 0.000000188, qswyst
15975, 0.000000202, tqyudz
15976, 0.000000203, zesoli
15977, 0.000000198, ophacp
15978, 0.000000194, woicew
15979, 0.000000195, xonppo
15980, 0.000000188, xnwsay
15981, 0.000000191, mvfobe
15982, 0.000000190, uufxlf
15983, 0.000000197, ygwdcc
15984, 0.000000209, ozbrig
15985, 0.000000190, izndja
15986, 0.000000199, ihalyc
15987, 0.000000201, frhacr
15988, 0.000000194, btnbdq
15989, 0.000000190, ffwusg
15990, 0.000000195, vvjaqp
15991, 0.000000208, vdllmz
15992, 0.000000231, qciuhp
15993, 0.000000200, wusnfa
15994, 0.000000205, qvtiwg
15995, 0.000000200, fbcyxy
15996, 0.000000263, ptfyxj
15997, 0.000000198, yxcwud
15998, 0.000000191, lrdcse
15999, 0.000000209, eczyfn
16000, 0.000000188, eqwedk
16001, 0.000000202, zkuxdr
16002, 0.000000193, kjnfqe
16003, 0.000000189, lsnmfy
16004, 0.000000201, fbhgpr
16005, 0.000000223, xppuqi
16006, 0.000000201, jrteca
16007, 0.000000190, dmljdg
16008, 0.000000204, ykxxdc
16009, 0.000000188, iuuftq
16010, 0.000000189, cuzllz
16011, 0.000000189, wjyrpy
16012, 0.000000193, povpbl
16013, 0.000000194, oastzh
16014, 0.000000188, kxnhpo
16015, 0.000000190, loydhy
16016, 0.000000199, ljizat
16017, 0.000000197, igguus
16018, 0.000000192, xgjwwx
16019, 0.000000206, spirks
16020, 0.000000190, qsyixb
16021, 0.000000199, iyidpu
16022, 0.000000300, ybemgy
16023, 0.000000198, nvfnog
16024, 0.000000203, belcgw
16025, 0.000000200, wxcqcb
16026, 0.000000197, objatj
16027, 0.000000190, mpzxcv
16028, 0.000000194, alylvd
16029, 0.000000260, cnlnrs
16030, 0.000000188, czvmig
16031, 0.000000199, bpyfoj
16032, 0.000000206, uicdpr
16033, 0.000000189, qzulhv
16034, 0.000000190, hvtnph
16035, 0.000000190, jdhyjq
16036, 0.000000190, swnqje
16037, 0.000000312, bodllq
16038, 0.000000262, hxlxal
16039, 0.000000208, sgmsmt
16040, 0.000000238, jwgfne
16041, 0.000000196, rfodch
16042, 0.000000207, ycqzcg
16043, 0.000000291, wtlzov
16044, 0.000000191, numhzr
16045, 0.000000191, iixenp
16046, 0.000000190, bhiirg
16047, 0.000000194, hlhycj
16048, 0.000000273, bljqte
16049, 0.000000297, dobscl
16050, 0.000000297, wvcfid
16051, 0.000000290, zdmivq
16052, 0.000000207, jlheal
16053, 0.000000189, ukficj
16054, 0.000000193, hopqfc
16055, 0.000000188, kbflyx
16056, 0.000000193, majehh
16057, 0.000000282, amyxzg
16058, 0.000000191, aazfnf
16059, 0.000000284, lteuke
16060, 0.000000271, afalpv
16061, 0.000000294, tcjqvs
16062, 0.000000196, pdlaew
16063, 0.000000194, lnxiww
16064, 0.000000416, gqtwpk
16065, 0.000000272, lfkqay
16066, 0.000000191, mxnxnu
16067, 0.000000191, rzdzhs
16068, 0.000000191, scpilw
16069, 0.000000297, ufmesg
16070, 0.000000384, juqjyo
16071, 0.000000191, vaddri
16072, 0.000000280, xelzse
16073, 0.000000275, rserju
16074, 0.000000268, hyomgt
16075, 0.000000192, ftlqmw
16076, 0.000000192, vkoxyk
16077, 0.000000190, udamjj
16078, 0.000000192, sqfauc
16079, 0.000000272, aoamrb
16080, 0.000000189, lrqktv
16081, 0.000000285, xzcqqk
16082, 0.000000278, fndied
16083, 0.000000267, ygrfuf
16084, 0.000000194, rejfmm
16085, 0.000000188, yvsgkd
16086, 0.000000282, saikaa
16087, 0.000000286, pkpehs
16088, 0.000000291, xkiicn
16089, 0.000000268, rkzswn
16090, 0.000000282, jymdma
16091, 0.000000191, ynwzye
16092, 0.000000193, ozyqhm
16093, 0.000000191, skowwp
16094, 0.000000190, lkwupl
16095, 0.000000302, whqqkk
16096, 0.000000269, eirfdp
16097, 0.000000283, cvuwkb
16098, 0.000000190, svyenx
16099, 0.000000297, hdqswu
16100, 0.000000191, qxrvky
16101, 0.000000272, aotdxf
16102, 0.000000195, gclwxv
16103, 0.000000279, nqgetj
16104, 0.000000192, kcmnca
16105, 0.000000193, rswphc
16106, 0.000000192, cgaqwu
16107, 0.000000196, aiochq
16108, 0.000000301, rvcmwo
16109, 0.000000268, iryhuo
16110, 0.000000190, mmpvys
16111, 0.000000269, jegabr
16112, 0.000000195, tafvgl
16113, 0.000000189, nbgnqn
16114, 0.000000195, hbnbgn
16115, 0.000000189, cdmled
16116, 0.000000188, fmsysd
16117, 0.000000192, uiqjkn
16118, 0.000000320, dbvtcb
16119, 0.000000193, ddsvtw
16120, 0.000000262, vnhhyh
16121, 0.000000193, cjirpw
16122, 0.000000301, jetpbj
16123, 0.000000196, glwarx
16124, 0.000000288, uesejo
16125, 0.000000189, fcqejv
16126, 0.000000265, eajsvq
16127, 0.000000193, pbhfdu
16128, 0.000000273, gzkdir
16129, 0.000000191, iskpye
16130, 0.000000272, kmfltz
16131, 0.000000189, hqxzxd
16132, 0.000000189, mlbvhj
16133, 0.000000200, oeludh
16134, 0.000000187, ealyuz
16135, 0.000000192, oeftlt
16136, 0.000000194, apdqsk
16137, 0.000000194, wrnrje
16138, 0.000000191, qufjbp
16139, 0.000000269, nmtqui
16140, 0.000000189, mtaqku
16141, 0.000000192, qqenvg
16142, 0.000000190, xzwtsf
16143, 0.000000299, fdnbmh
16144, 0.000000190, acuivo
16145, 0.000000188, yfagwt
16146, 0.000000267, fphlll
16147, 0.000000195, ymmnic
16148, 0.000000278, uokkam
16149, 0.000000263, qfltxm
16150, 0.000000267, ldoexi
16151, 0.000000190, ivadfw
16152, 0.000000267, fkawph
16153, 0.000000189, pgaljc
16154, 0.000000265, xcegsb
16155, 0.000000189, bwjpbv
16156, 0.000000193, qevsrx
16157, 0.000000290, imkawh
16158, 0.000000279, pvjatx
16159, 0.000000192, fnzxlm
16160, 0.000000189, lfdiqa
16161, 0.000000269, sglsos
16162, 0.000000190, olrvfc
16163, 0.000000190, nljwlr
16164, 0.000000229, poldfx
16165, 0.000000268, ahvzra
16166, 0.000000193, mbmmxo
16167, 0.000000195, uoigou
16168, 0.000000282, ykgtox
16169, 0.000000190, ffqiyy
16170, 0.000000268, axakuw
16171, 0.000000300, dvlekk
16172, 0.000000190, zismgw
16173, 0.000000192, qlwmem
16174, 0.000000189, lifnhc
16175, 0.000000193, oczyda
16176, 0.000000192, czguix
16177, 0.000000189, zfjmin
16178, 0.000000265, uxnixp
16179, 0.000000191, kzirll
16180, 0.000000190, qtcgji
16181, 0.000000191, uvezec
16182, 0.000000269, hlehyl
16183, 0.000000188, cqmuun
16184, 0.000000192, uxzewa
16185, 0.000000267, mlectd
16186, 0.000000189, wgbtcf
16187, 0.000000191, otminl
16188, 0.000000193, lfnpsx
16189, 0.000000208, omtmwt
16190, 0.000000205, htmxcb
16191, 0.000000275, rgviek
16192, 0.000000196, vzqfqm
16193, 0.000000198, zfjfxb
16194, 0.000000196, yddibl
16195, 0.000000273, sxeiyt
16196, 0.000000195, etgipz
16197, 0.000000192, flyrzz
16198, 0.000000189, brkywj
16199, 0.000000266, trhmtg
16200, 0.000000272, ocvesf
16201, 0.000000192, jfjofv
16202, 0.000000191, nrrvpd
16203, 0.000000267, glaree
16204, 0.000000189, zhyteq
16205, 0.000000189, ngoday
16206, 0.000000192, xvhpcc
16207, 0.000000191, yeauox
16208, 0.000000270, bpdkee
16209, 0.000000189, zbrarn
16210, 0.000000190, lggfdr
16211, 0.000000191, ijgaih
16212, 0.000000191, uyvuga
16213, 0.000000264, mzeccv
16214, 0.000000190, maouoc
16215, 0.000000192, fmwdkr
16216, 0.000000191, oxuikt
16217, 0.000000269, oajbvq
16218, 0.000000188, iyeyqb
16219, 0.000000188, kjjtqb
16220, 0.000000267, ldceyi
16221, 0.000000195, mzxccd
16222, 0.000000270, bfldwl
16223, 0.000000307, qpnuqr
16224, 0.000000195, fodqbp
16225, 0.000000278, vuoypx
16226, 0.000000266, nynyck
16227, 0.000000192, bdcpjt
16228, 0.000000265, gzltiu
16229, 0.000000194, jzxjnq
16230, 0.000000192, wkfpjh
16231, 0.000000269, afvuzx
16232, 0.000000266, omzefd
16233, 0.000000193, oyxojq
16234, 0.000000192, ewnwuz
16235, 0.000000290, rcojis
16236, 0.000000191, uculfb
16237, 0.000000193, bdludl
16238, 0.000000265, pojjyw
16239, 0.000000266, rqfptb
16240, 0.000000191, cathyu
16241, 0.000000194, nvpgng
16242, 0.000000192, tkntsn
16243, 0.000000270, biqzwf
16244, 0.000000193, cfcwfa
16245, 0.000000269, mzzfgp
16246, 0.000000275, ofiwvx
16247, 0.000000270, cvezau
16248, 0.000000272, hjtlak
16249, 0.000000272, mtajbn
16250, 0.000000277, sjfuug
16251, 0.000000271, gebnph
16252, 0.000000190, mmmwzk
16253, 0.000000282, kjnsvs
16254, 0.000000268, cdusfc
16255, 0.000000192, prggzp
16256, 0.000000196, qytdce
16257, 0.000000190, beqhfo
16258, 0.000000267, xophfy
16259, 0.000000193, tglrbh
16260, 0.000000190, gkunir
16261, 0.000000191, ktzxlh
16262, 0.000000192, badwib
16263, 0.000000195, nxkouv
16264, 0.000000193, qduxia
16265, 0.000000190, ccqung
16266, 0.000000190, gdhpua
16267, 0.000000264, zmfwff
16268, 0.000000192, hlepak
16269, 0.000000266, isextr
16270, 0.000000193, yvpset
16271, 0.000000191, xccwnp
16272, 0.000000190, kqpelx
16273, 0.000000190, ifemsq
16274, 0.000000268, kkiepx
16275, 0.000000191, fngghl
16276, 0.000000190, whenje
16277, 0.000000189, kevhlk
16278, 0.000000189, ugjocb
16279, 0.000000265, xukqvo
16280, 0.000000190, vsxvfe
16281, 0.000000278, zuyirc
16282, 0.000000191, cfomtn
16283, 0.000000263, niuibg
16284, 0.000000214, whecod
16285, 0.000000190, hzthax
16286, 0.000000192, oughgx
16287, 0.000000192, bkwgfj
16288, 0.000000193, tsmkjm
16289, 0.000000188, pwrhcu
16290, 0.000000265, ikmgpf
16291, 0.000000273, iqdsoo
16292, 0.000000270, dtyshv
16293, 0.000000190, osuftr
16294, 0.000000189, rczbwt
16295, 0.000000194, nslnjt
16296, 0.000000189, dhckmh
16297, 0.000000267, axpyth
16298, 0.000000268, vifkmm
