n,t,w
9783, 0.000000190, jlbjqg
9784, 0.000000187, qusobr
9785, 0.000000189, pfifmv
9786, 0.000000186, qxkhdl
9787, 0.000000190, ervvxb
9788, 0.000000199, mdwwgt
9789, 0.000000189, rjxqly
9790, 0.000000186, stkhmh
9791, 0.000000190, iflemr
9792, 0.000000187, arufyf
9793, 0.000000189, clsjqd
9794, 0.000000186, elwhat
9795, 0.000000187, wveydu
9796, 0.000000189, fvifoa
9797, 0.000000198, imhsdg
9798, 0.000000190, szstzh
9799, 0.000000198, jjuuwj
9800, 0.000000187, ajrrxe
9801, 0.000000186, pwwcny
9802, 0.000000187, parurh
9803, 0.000000191, rtrfws
9804, 0.000000190, yjrbse
9805, 0.000000191, dfhuae
9806, 0.000000198, uezxam
9807, 0.000000190, wuvtra
9808, 0.000000194, dyvowa
9809, 0.000000188, rylzxe
9810, 0.000000359, rtstij
9811, 0.000000313, nxjxqv
9812, 0.000000277, ovcfch
9813, 0.000000206, aohqku
9814, 0.000000253, ycnjne
9815, 0.000000200, gjshtc
9816, 0.000000228, qvndzp
9817, 0.000000191, qytcwg
9818, 0.000000192, vjwjro
9819, 0.000000215, neezyy
9820, 0.000000192, cfypob
9821, 0.000000189, aufcil
9822, 0.000000189, qmhjvf
9823, 0.000000195, soralq
9824, 0.000000194, brnuux
9825, 0.000000194, kminkv
9826, 0.000000191, ljqbjx
9827, 0.000000190, tfeqhy
9828, 0.000000189, aaxjls
9829, 0.000000192, ouiuwr
9830, 0.000000192, lheqrm
9831, 0.000000189, knqpoh
9832, 0.000000193, tkqjcv
9833, 0.000000239, dojgjm
9834, 0.000000205, doipmj
9835, 0.000000215, dvmhvw
9836, 0.000000196, wcvoqn
9837, 0.000000195, iqcgqj
9838, 0.000000194, dfcwma
9839, 0.000000192, zaoiob
9840, 0.000000186, iigjso
9841, 0.000000214, nlvobl
9842, 0.000000188, raihjo
9843, 0.000000191, bnxsmu
9844, 0.000000189, taynfd
9845, 0.000000192, uaahxp
9846, 0.000000191, hwfhgh
9847, 0.000000192, jhelqr
9848, 0.000000191, lmcnyq
9849, 0.000000194, smxcwa
9850, 0.000000192, tdmrvu
9851, 0.000000191, vfinbz
9852, 0.000000193, fkaoyz
9853, 0.000000194, mykjht
9854, 0.000000191, ytybox
9855, 0.000000195, oqrzjk
9856, 0.000000185, czthwe
9857, 0.000000192, nlrcqn
9858, 0.000000190, wcpups
9859, 0.000000189, ciehrj
9860, 0.000000187, ianuvw
9861, 0.000000188, bltstm
9862, 0.000000189, ilgofs
9863, 0.000000192, lvxxrq
9864, 0.000000191, zirstv
9865, 0.000000189, ukvqpc
9866, 0.000000187, zlgspe
9867, 0.000000261, chbhxz
9868, 0.000000194, fvhdzp
9869, 0.000000191, dmcgdu
9870, 0.000000190, qjuxyo
9871, 0.000000191, nbyhtb
9872, 0.000000191, dsfyqf
9873, 0.000000202, jfspob
9874, 0.000000272, pccgzo
9875, 0.000000190, hxniep
9876, 0.000000202, bjnetp
9877, 0.000000189, ryybzb
9878, 0.000000186, lsuzsl
9879, 0.000000195, qecqes
9880, 0.000000187, kguktk
9881, 0.000000188, hioymn
9882, 0.000000187, rnpnjg
9883, 0.000000188, mkxmel
9884, 0.000000188, booacl
9885, 0.000000190, kogqab
9886, 0.000000192, arhrgq
9887, 0.000000189, jzxntv
9888, 0.000000191, wsqpgd
9889, 0.000000188, ogbqma
9890, 0.000000188, ksirre
9891, 0.000000192, wwlvez
9892, 0.000000189, oumpbs
9893, 0.000000194, xedgio
9894, 0.000000193, iiqdgn
9895, 0.000000190, kenuax
9896, 0.000000192, tjwvhw
9897, 0.000000191, wdreek
9898, 0.000000199, vataev
9899, 0.000000191, mahibm
9900, 0.000000192, qqdzip
9901, 0.000000191, wytcpq
9902, 0.000000189, tvcruu
9903, 0.000000194, aetdtw
9904, 0.000000196, ykfrpa
9905, 0.000000192, bixtye
9906, 0.000000189, fasfow
9907, 0.000000203, cjjzgb
9908, 0.000000218, iadmtm
9909, 0.000000195, cruxsj
9910, 0.000000192, camjnh
9911, 0.000000198, ezgwjm
9912, 0.000000195, iecnyf
9913, 0.000000194, jgqmra
9914, 0.000000189, cmitvk
9915, 0.000000190, jtfziz
9916, 0.000000190, wqlvvb
9917, 0.000000194, gjzjfn
9918, 0.000000190, etdxrh
9919, 0.000000191, qdsngv
9920, 0.000000195, tyitve
9921, 0.000000190, aqowfh
9922, 0.000000200, bsdfoq
9923, 0.000000195, vjxfox
9924, 0.000000200, oazkff
9925, 0.000000195, dtjemb
9926, 0.000000189, yyuzoe
9927, 0.000000189, oyogkk
9928, 0.000000197, pfemie
9929, 0.000000192, caucjk
9930, 0.000000195, nghcjy
9931, 0.000000194, vjejwz
9932, 0.000000193, dclqsj
9933, 0.000000207, lvshpc
9934, 0.000000192, evmpxn
9935, 0.000000191, qvvftf
9936, 0.000000196, rjjclp
9937, 0.000000193, eqeiqg
9938, 0.000000191, upxgqg
9939, 0.000000189, xpcbbm
9940, 0.000000192, qealom
9941, 0.000000190, ifnpkm
9942, 0.000000193, ahxces
9943, 0.000000188, osgsjt
9944, 0.000000190, ksjfiv
9945, 0.000000190, cxzghz
9946, 0.000000191, phxyng
9947, 0.000000188, vvgpzt
9948, 0.000000190, uozsij
9949, 0.000000188, ntzbly
9950, 0.000000192, kvcagq
9951, 0.000000191, bhldyk
9952, 0.000000191, tqxpyg
9953, 0.000000191, plcblu
9954, 0.000000205, auqega
9955, 0.000000193, jukicr
9956, 0.000000189, dhtqyw
9957, 0.000000191, lgtuxy
9958, 0.000000190, tfnrtm
9959, 0.000000190, vstobm
9960, 0.000000194, ooqwno
9961, 0.000000188, rpqdod
9962, 0.000000191, xhwylb
9963, 0.000000191, tsgvjv
9964, 0.000000199, izykph
9965, 0.000000192, qsaczj
9966, 0.000000191, ntkjdb
9967, 0.000000190, nldyiv
9968, 0.000000323, faljjs
9969, 0.000000276, zvnujs
9970, 0.000000278, oamrqd
9971, 0.000000274, cfrdeh
9972, 0.000000261, kuezer
9973, 0.000000250, fluzgu
9974, 0.000000236, bvoulm
9975, 0.000000233, elpero
9976, 0.000000236, zmbvql
9977, 0.000000227, inqxno
9978, 0.000000220, smkofz
9979, 0.000000209, eoozyc
9980, 0.000000194, kadrxt
9981, 0.000000200, oalrsq
9982, 0.000000215, uftweu
9983, 0.000000197, pbyrpx
9984, 0.000000192, kyrpzd
9985, 0.000000191, zjaqgj
9986, 0.000000190, mtyvvu
9987, 0.000000196, rvcmbs
9988, 0.000000197, wbirzh
9989, 0.000000193, qoxksm
9990, 0.000000227, wtomiw
9991, 0.000000191, yaswtr
9992, 0.000000269, hdxdpi
9993, 0.000000231, temsds
9994, 0.000000209, stqiru
9995, 0.000000194, dsfckv
9996, 0.000000193, jhjggy
9997, 0.000000226, lgrrya
9998, 0.000000191, eoxjqq
9999, 0.000000193, mjfizd
10000, 0.000000210, ghtfns
10001, 0.000000204, gbjpjz
10002, 0.000000197, rkdgiq
10003, 0.000000196, dfvzez
10004, 0.000000193, bayxzi
10005, 0.000000197, neqdyx
10006, 0.000000193, cktqss
10007, 0.000000262, zbcbxz
10008, 0.000000187, ziypuq
10009, 0.000000191, eanttw
10010, 0.000000189, flnxcp
10011, 0.000000190, eymovc
10012, 0.000000191, urpzhm
10013, 0.000000191, vyebeg
10014, 0.000000192, vpzziv
10015, 0.000000190, inogud
10016, 0.000000188, tpxikp
10017, 0.000000192, xlzijp
10018, 0.000000187, xdfjac
10019, 0.000000189, kovbiw
10020, 0.000000190, xqttnd
10021, 0.000000188, sjrgxb
10022, 0.000000190, fknpyc
10023, 0.000000192, mlwwdz
10024, 0.000000193, fclnjq
10025, 0.000000191, mtypoy
10026, 0.000000191, psawnt
10027, 0.000000190, vafpiy
10028, 0.000000189, smsltx
10029, 0.000000194, vgkcfv
10030, 0.000000191, fcccru
10031, 0.000000193, fzdhnv
10032, 0.000000189, euoqqq
10033, 0.000000193, vlhlkk
10034, 0.000000191, ketnqw
10035, 0.000000194, xujvkn
10036, 0.000000192, yjdziy
10037, 0.000000191, nfksbp
10038, 0.000000192, mxuqrw
10039, 0.000000189, bndlok
10040, 0.000000189, csundy
10041, 0.000000186, uxvumk
10042, 0.000000189, sntmzx
10043, 0.000000194, eanooo
10044, 0.000000194, megodd
10045, 0.000000188, rmfdtn
10046, 0.000000196, lojhgz
10047, 0.000000209, sbemnp
10048, 0.000000194, lprpem
10049, 0.000000190, kudozv
10050, 0.000000189, uyrvqr
10051, 0.000000191, kfgkse
10052, 0.000000192, uegeac
10053, 0.000000191, hbozpz
10054, 0.000000192, bbwxsc
10055, 0.000000191, qnxqrs
10056, 0.000000193, ettyyf
10057, 0.000000195, fqbxig
10058, 0.000000193, mbvepm
10059, 0.000000192, xmzvdy
10060, 0.000000191, rxxual
10061, 0.000000195, hzjbst
10062, 0.000000194, fvvnuj
10063, 0.000000200, bhtvag
10064, 0.000000208, hfunax
10065, 0.000000199, ehhxov
10066, 0.000000193, alqcvn
10067, 0.000000193, hntuuz
10068, 0.000000194, tgfpoy
10069, 0.000000192, fphjce
10070, 0.000000230, qizqpt
10071, 0.000000207, hlqsrq
10072, 0.000000196, pevchp
10073, 0.000000192, dtbwwp
10074, 0.000000193, krsyjq
10075, 0.000000191, abdcss
10076, 0.000000190, erbtfs
10077, 0.000000208, njtvoi
10078, 0.000000191, cwumxg
10079, 0.000000194, bfbadc
10080, 0.000000193, pkgxht
10081, 0.000000191, sjqkbw
10082, 0.000000194, zipnnx
10083, 0.000000189, qbwkxo
10084, 0.000000191, jimvyl
10085, 0.000000191, ttxisd
10086, 0.000000191, mxlujx
10087, 0.000000196, opdcau
10088, 0.000000192, avvxqc
10089, 0.000000191, odkcpm
10090, 0.000000194, wngcxc
10091, 0.000000191, inwvci
10092, 0.000000189, bvwhsm
10093, 0.000000189, pozpiz
10094, 0.000000194, xrcuma
10095, 0.000000189, kvdgcl
10096, 0.000000194, yuacdq
10097, 0.000000191, gbkzwz
10098, 0.000000186, egxrrb
10099, 0.000000194, wmqzec
10100, 0.000000204, qowqik
10101, 0.000000191, hglpjg
10102, 0.000000189, pabejo
10103, 0.000000195, bezxvm
10104, 0.000000189, gzzefl
10105, 0.000000191, gwwwvk
10106, 0.000000189, zhdbjq
10107, 0.000000190, isyhve
10108, 0.000000192, kjgvaz
10109, 0.000000191, kabeuz
10110, 0.000000192, oferxj
10111, 0.000000190, smptmm
10112, 0.000000194, iyxhdb
10113, 0.000000194, fzkwln
10114, 0.000000192, gsoyam
10115, 0.000000190, xrzwhj
10116, 0.000000193, kqsuea
10117, 0.000000189, gvesqb
10118, 0.000000194, mtwuql
10119, 0.000000191, tqbsco
10120, 0.000000190, bejsxq
10121, 0.000000318, hflzro
10122, 0.000000284, gzityc
10123, 0.000000277, wfchqd
10124, 0.000000253, ipqghk
10125, 0.000000240, qlljbi
10126, 0.000000247, hfpdqq
10127, 0.000000246, waxacp
10128, 0.000000200, xlkfqa
10129, 0.000000234, bbssec
10130, 0.000000192, sieelp
10131, 0.000000247, rfpczc
10132, 0.000000230, arbccw
10133, 0.000000196, qoeqcw
10134, 0.000000191, tovyxz
10135, 0.000000191, pgkrzx
10136, 0.000000189, nacvps
10137, 0.000000193, bfgdfw
10138, 0.000000280, cmanhg
10139, 0.000000189, isjiyy
10140, 0.000000195, zxikcx
10141, 0.000000188, vibgbt
10142, 0.000000238, fnetjr
10143, 0.000000226, ddywms
10144, 0.000000193, larrth
10145, 0.000000186, cojpuu
10146, 0.000000211, vgdtbe
10147, 0.000000193, mdlizo
10148, 0.000000190, xzaqbu
10149, 0.000000187, vzapaq
10150, 0.000000187, wsthwt
10151, 0.000000194, zperyr
10152, 0.000000199, asyikz
10153, 0.000000189, wiurqf
10154, 0.000000192, yfvlmn
10155, 0.000000191, kirwcz
10156, 0.000000185, doyvwc
10157, 0.000000187, xplvuv
10158, 0.000000190, agzrsz
10159, 0.000000191, gfkapg
10160, 0.000000189, lptzme
10161, 0.000000193, evqnui
10162, 0.000000188, npysrv
10163, 0.000000186, gtvbrg
10164, 0.000000193, idzqqf
10165, 0.000000189, ptgyyz
10166, 0.000000188, tiorjr
10167, 0.000000207, bfzden
10168, 0.000000192, kdhgvy
10169, 0.000000191, yyxcct
10170, 0.000000267, ddnjgd
10171, 0.000000192, zfwtie
10172, 0.000000190, qvdhyy
10173, 0.000000204, fftwqz
10174, 0.000000193, nbgxmk
10175, 0.000000190, nmckjn
10176, 0.000000188, auuqur
10177, 0.000000189, gcbwph
10178, 0.000000194, vbzdnw
10179, 0.000000194, eqdaqz
10180, 0.000000203, lzaxkt
10181, 0.000000210, plfsrm
10182, 0.000000187, cexegr
10183, 0.000000193, yultfl
10184, 0.000000193, rheotu
10185, 0.000000211, njeute
10186, 0.000000193, kitdrd
10187, 0.000000196, ulqtao
10188, 0.000000191, qsprvf
10189, 0.000000194, oqqrtc
10190, 0.000000192, fwzzpr
10191, 0.000000192, owydvu
10192, 0.000000190, fstkse
10193, 0.000000193, sdgopu
10194, 0.000000192, mmxuzu
10195, 0.000000194, vkbnwa
10196, 0.000000189, aumsrq
10197, 0.000000192, qnokjx
10198, 0.000000190, xrgycr
10199, 0.000000191, amknbl
10200, 0.000000191, plgzno
10201, 0.000000200, ginncb
10202, 0.000000202, lvugdf
10203, 0.000000191, mgjxpx
10204, 0.000000192, emlvfb
10205, 0.000000188, balduo
10206, 0.000000190, tawevn
10207, 0.000000192, qowzfq
10208, 0.000000190, vbprvu
10209, 0.000000191, qlulfx
10210, 0.000000205, idimps
10211, 0.000000198, gumctr
10212, 0.000000289, njbhxi
10213, 0.000000190, sdebzq
10214, 0.000000191, cqtvyz
10215, 0.000000197, jjarnt
10216, 0.000000195, axizhu
10217, 0.000000191, jwoyih
10218, 0.000000189, sixnte
10219, 0.000000188, mgaxmo
10220, 0.000000193, iwraqh
10221, 0.000000188, byfxkh
10222, 0.000000188, zeapou
10223, 0.000000192, hlkigu
10224, 0.000000190, fhpfmy
10225, 0.000000271, khibyo
10226, 0.000000189, wgymtk
10227, 0.000000184, thnjww
10228, 0.000000189, rdoszd
10229, 0.000000193, notkds
10230, 0.000000190, thxprw
10231, 0.000000193, qdhghg
10232, 0.000000189, hqetcl
10233, 0.000000194, dtortc
10234, 0.000000189, aaolcl
10235, 0.000000196, cazdov
10236, 0.000000192, gnptid
10237, 0.000000187, bqtxiv
10238, 0.000000191, syuvec
10239, 0.000000190, isaplm
10240, 0.000000190, cidyzd
10241, 0.000000189, fldzmp
10242, 0.000000190, bbixij
10243, 0.000000192, oxbpmy
10244, 0.000000204, mtyylr
10245, 0.000000189, wljgwv
10246, 0.000000189, czebdx
10247, 0.000000188, ektpjt
10248, 0.000000189, oxpfbh
10249, 0.000000190, eeuuqc
10250, 0.000000187, qsbyah
10251, 0.000000186, nobhjg
10252, 0.000000194, xyorru
10253, 0.000000190, ervess
10254, 0.000000190, puacfb
10255, 0.000000188, bssgye
10256, 0.000000190, ycaayv
10257, 0.000000191, rinmgq
10258, 0.000000189, kwccru
10259, 0.000000193, bmgpcc
10260, 0.000000191, ulcdpe
10261, 0.000000190, wnrrgf
10262, 0.000000188, bhtvmq
10263, 0.000000190, wjypar
10264, 0.000000190, mvejtm
10265, 0.000000192, fmqcfz
10266, 0.000000192, imhgqi
10267, 0.000000191, oewhoh
10268, 0.000000188, obgaao
10269, 0.000000190, ljyzwh
10270, 0.000000187, shbcaj
10271, 0.000000189, dseedv
10272, 0.000000187, qhinun
10273, 0.000000327, bbhhhd
10274, 0.000000287, bulssl
10275, 0.000000247, diktcs
10276, 0.000000237, vmfife
10277, 0.000000196, vqnpld
10278, 0.000000231, wydvju
10279, 0.000000222, gmxwhk
10280, 0.000000193, lbyndq
10281, 0.000000194, qvcbzq
10282, 0.000000232, cbzxve
10283, 0.000000192, edrqzk
10284, 0.000000222, peplvq
10285, 0.000000195, dtzwpv
10286, 0.000000193, naoteo
10287, 0.000000187, emmats
10288, 0.000000195, ssrdyu
10289, 0.000000193, hmqgdf
10290, 0.000000192, fsrpnk
10291, 0.000000189, gjhtae
10292, 0.000000192, ediemq
10293, 0.000000197, pukavz
10294, 0.000000187, wkzeyn
10295, 0.000000187, qluuuz
10296, 0.000000199, iwkknb
10297, 0.000000190, iusjoh
10298, 0.000000189, padbis
10299, 0.000000189, icxqbf
10300, 0.000000191, pjozyj
10301, 0.000000190, dfnezu
10302, 0.000000190, kjkuxx
10303, 0.000000189, qofdjb
10304, 0.000000189, qqiodj
10305, 0.000000190, vidwdz
10306, 0.000000192, qbbfiu
10307, 0.000000191, fobfdg
10308, 0.000000193, vritbc
10309, 0.000000191, sostoq
10310, 0.000000189, lgmxwr
10311, 0.000000190, nyersk
10312, 0.000000194, mfczln
10313, 0.000000191, lfbuzl
10314, 0.000000191, gjkgwe
10315, 0.000000192, wemchj
10316, 0.000000190, biuvgi
10317, 0.000000191, zapvyj
10318, 0.000000191, kccmdk
10319, 0.000000201, yxjnsa
10320, 0.000000189, ssgdxt
10321, 0.000000189, qbfsxr
10322, 0.000000194, ucpsfs
10323, 0.000000193, nocdxe
10324, 0.000000188, nhwjrm
10325, 0.000000193, zbikpy
10326, 0.000000191, qglbbs
10327, 0.000000190, doukvk
10328, 0.000000195, eljuud
10329, 0.000000193, fassgs
10330, 0.000000193, grqsvd
10331, 0.000000189, aguiyd
10332, 0.000000199, ituikz
10333, 0.000000189, fyayqj
10334, 0.000000196, xhkbnn
10335, 0.000000192, fhbalo
10336, 0.000000192, mcjont
10337, 0.000000188, iaugqi
10338, 0.000000191, nwjrjf
10339, 0.000000189, zqwdue
10340, 0.000000195, vvxvqp
10341, 0.000000191, hmubvd
10342, 0.000000192, iftjqc
10343, 0.000000199, ewqtfc
10344, 0.000000193, qttkmy
10345, 0.000000194, rivkmn
10346, 0.000000189, sjrvxz
10347, 0.000000188, mselqn
10348, 0.000000194, oyinjf
10349, 0.000000192, dcynob
10350, 0.000000188, hfdzpn
10351, 0.000000190, cxbsxi
10352, 0.000000192, stcliv
10353, 0.000000189, enrsap
10354, 0.000000190, gzturx
10355, 0.000000201, zxtyqx
10356, 0.000000189, lrndqy
10357, 0.000000248, sutrdw
10358, 0.000000209, dtqavb
10359, 0.000000190, whbakn
10360, 0.000000193, gynlsd
10361, 0.000000193, ojuule
10362, 0.000000190, bgmclj
10363, 0.000000184, znzbbt
10364, 0.000000192, amdxqv
10365, 0.000000187, rfufdl
10366, 0.000000186, sbwmpp
10367, 0.000000200, vwumcj
10368, 0.000000203, drekto
10369, 0.000000191, xqjlit
10370, 0.000000188, zthabj
10371, 0.000000188, aaoeah
10372, 0.000000192, lhmxra
10373, 0.000000190, ndepch
10374, 0.000000194, olopjf
10375, 0.000000200, ljgggi
10376, 0.000000205, voxint
10377, 0.000000190, lezslf
10378, 0.000000192, hagiuj
10379, 0.000000263, ynagwo
10380, 0.000000263, eqgrhn
10381, 0.000000188, gwstxl
10382, 0.000000192, fbuomj
10383, 0.000000193, kcxwzg
10384, 0.000000190, kvptcx
10385, 0.000000189, hvvfzf
10386, 0.000000192, allutt
10387, 0.000000195, pwblma
10388, 0.000000188, yactsz
10389, 0.000000190, cywdbs
10390, 0.000000188, kbnshn
10391, 0.000000249, teejhq
10392, 0.000000190, wrpahd
10393, 0.000000188, qdsjsb
10394, 0.000000191, rycpwg
10395, 0.000000189, phbscx
10396, 0.000000191, wyfhxa
10397, 0.000000190, idihvt
10398, 0.000000191, mwtfwt
10399, 0.000000189, iytksu
10400, 0.000000191, lovegh
10401, 0.000000197, wspyyq
10402, 0.000000191, dvlnax
10403, 0.000000194, adfeav
10404, 0.000000191, rlokun
10405, 0.000000192, qbkxtf
10406, 0.000000193, qksnvk
10407, 0.000000192, brdxvx
10408, 0.000000193, vywelk
10409, 0.000000190, ofbikf
10410, 0.000000189, iwoznr
10411, 0.000000198, gssryh
10412, 0.000000192, klhhrg
10413, 0.000000196, hjxryg
10414, 0.000000191, mkkoro
10415, 0.000000192, byiwoa
10416, 0.000000198, ilnrsj
10417, 0.000000190, quvojp
10418, 0.000000192, qjojwd
10419, 0.000000190, onuoum
10420, 0.000000190, ckenvo
10421, 0.000000192, mjqfkl
10422, 0.000000190, wrycfo
10423, 0.000000190, wrwxvg
10424, 0.000000319, flpnqq
10425, 0.000000288, gqynjp
10426, 0.000000276, voqhgb
10427, 0.000000240, axqxvz
10428, 0.000000218, gldlob
10429, 0.000000237, nzoifd
10430, 0.000000231, kzycbf
10431, 0.000000197, aazhyr
10432, 0.000000240, uttltx
10433, 0.000000201, dwwkzj
10434, 0.000000242, xfebla
10435, 0.000000223, dtxbkb
10436, 0.000000219, urqnda
10437, 0.000000192, jcrvif
10438, 0.000000222, vnhxvz
10439, 0.000000195, rztpvi
10440, 0.000000191, lyxvuc
10441, 0.000000196, mdbhxm
10442, 0.000000191, iyqtzv
10443, 0.000000188, rehtcj
10444, 0.000000191, gkbnha
10445, 0.000000196, riuxfu
10446, 0.000000187, mcanuh
10447, 0.000000189, udvlsb
10448, 0.000000191, wltcdt
10449, 0.000000191, kqvgll
10450, 0.000000198, hhxjku
10451, 0.000000188, gxwkpy
10452, 0.000000187, ioojbd
10453, 0.000000191, tbqzrj
10454, 0.000000194, dnrvfx
10455, 0.000000193, lsnhkl
10456, 0.000000190, wjuuyc
10457, 0.000000190, xozgsd
10458, 0.000000192, vopnzp
10459, 0.000000195, giirsj
10460, 0.000000193, phipxy
10461, 0.000000198, aowcnx
10462, 0.000000195, qtirvf
10463, 0.000000195, aoahbr
10464, 0.000000190, xxioax
10465, 0.000000197, efhcjc
10466, 0.000000188, eddunr
10467, 0.000000199, bilajo
10468, 0.000000193, qvllob
10469, 0.000000192, fncxnn
10470, 0.000000190, tuyejl
10471, 0.000000190, tlaurz
10472, 0.000000196, zqgqbh
10473, 0.000000213, nioboy
10474, 0.000000188, lemoou
10475, 0.000000247, ddpppf
10476, 0.000000190, upjijg
10477, 0.000000188, fkxwgc
10478, 0.000000195, giwhjh
10479, 0.000000189, fqqpfr
10480, 0.000000191, musjen
10481, 0.000000191, xitlpp
10482, 0.000000191, alrtfj
10483, 0.000000195, pkindg
10484, 0.000000193, hngfve
10485, 0.000000190, fincak
10486, 0.000000195, ogagbf
10487, 0.000000196, qdqhvq
10488, 0.000000192, kexjut
10489, 0.000000196, hslnhk
10490, 0.000000194, ttuyum
10491, 0.000000190, lpefrh
10492, 0.000000192, qxdgna
10493, 0.000000432, arujua
10494, 0.000000187, azrqbh
10495, 0.000000186, wqymvw
10496, 0.000000192, zaapts
10497, 0.000000193, hzjllg
10498, 0.000000193, cmevsw
10499, 0.000000189, iakiov
10500, 0.000000191, pykkkb
10501, 0.000000191, pzuwkm
10502, 0.000000188, tfrrqo
10503, 0.000000190, waagjf
10504, 0.000000195, klqhvr
10505, 0.000000191, tdtkeh
10506, 0.000000191, ucpeie
10507, 0.000000195, gkehze
10508, 0.000000192, kqtnlw
10509, 0.000000192, xalhaf
10510, 0.000000190, xmhiua
10511, 0.000000187, zrvrrl
10512, 0.000000189, qxkrmi
10513, 0.000000190, iabzns
10514, 0.000000192, sskcwt
10515, 0.000000196, pbkddh
10516, 0.000000253, jqnfch
10517, 0.000000191, ihtjny
10518, 0.000000194, quulju
10519, 0.000000193, fzttub
10520, 0.000000190, xmfwsq
10521, 0.000000194, ovgfjy
10522, 0.000000192, vahbpd
10523, 0.000000189, cggyhg
10524, 0.000000196, yjbmes
10525, 0.000000192, phhmly
10526, 0.000000191, izlhls
10527, 0.000000188, ijxihx
10528, 0.000000195, lfdxny
10529, 0.000000194, rvzvaj
10530, 0.000000190, zssrxd
10531, 0.000000194, nlpkkq
10532, 0.000000191, jhzewn
10533, 0.000000189, okdssm
10534, 0.000000191, txweju
10535, 0.000000191, rzbmzl
10536, 0.000000207, tvgjzz
10537, 0.000000191, synygt
10538, 0.000000300, tkecwt
10539, 0.000000274, yohwll
10540, 0.000000192, zsuwwu
10541, 0.000000190, rwaewh
10542, 0.000000196, sdjfbx
10543, 0.000000191, mkjxop
10544, 0.000000190, qyoxqa
10545, 0.000000196, ebvsqk
10546, 0.000000189, cykjtt
10547, 0.000000191, ibfulz
10548, 0.000000191, ljnwap
10549, 0.000000195, vfgmnh
10550, 0.000000190, wjfnuj
10551, 0.000000193, xzkufs
10552, 0.000000189, ugrnjm
10553, 0.000000196, fxmeyo
10554, 0.000000190, nnsjvq
10555, 0.000000192, xjqqzm
10556, 0.000000191, dxewim
10557, 0.000000190, dsjueo
10558, 0.000000190, colnkd
10559, 0.000000195, bsgtrf
10560, 0.000000193, rmckdt
10561, 0.000000193, xnyrhu
10562, 0.000000193, mohqxd
10563, 0.000000192, iiwclt
10564, 0.000000194, vkkyfl
10565, 0.000000189, fteonp
10566, 0.000000194, bxiwjy
10567, 0.000000191, rwkbcj
10568, 0.000000201, gzhcry
10569, 0.000000190, yyeydn
10570, 0.000000194, nbfxxr
10571, 0.000000196, oeevwh
10572, 0.000000190, fjaxrk
10573, 0.000000191, gwwbmq
10574, 0.000000194, ajwgkr
10575, 0.000000188, dobdam
10576, 0.000000323, qtdodk
10577, 0.000000320, kubvbb
10578, 0.000000268, dihpth
10579, 0.000000250, sgdacw
10580, 0.000000262, okwcsl
10581, 0.000000255, ibxkau
10582, 0.000000312, rieelz
10583, 0.000000244, pfuycf
10584, 0.000000223, iafesx
10585, 0.000000234, hlvvsj
10586, 0.000000197, ejxybh
10587, 0.000000191, iqatun
10588, 0.000000193, hvtqpq
10589, 0.000000224, qxxjdy
10590, 0.000000228, hmtmny
10591, 0.000000188, puaemf
10592, 0.000000217, beoblq
10593, 0.000000217, mlgsbo
10594, 0.000000191, pydqem
10595, 0.000000196, xxmqno
10596, 0.000000195, timgyb
10597, 0.000000192, dkxatc
10598, 0.000000193, qvocwc
10599, 0.000000190, tpbqxw
10600, 0.000000192, faefjs
10601, 0.000000197, lrclei
10602, 0.000000193, xxxify
10603, 0.000000189, rjnwpp
10604, 0.000000194, vjqsbi
10605, 0.000000193, xftafz
10606, 0.000000191, fqkynf
10607, 0.000000193, wnujob
10608, 0.000000190, kgtuin
10609, 0.000000191, hqwels
10610, 0.000000192, fkiljv
10611, 0.000000197, yxrtnf
10612, 0.000000191, ibohnp
10613, 0.000000194, ofnoux
10614, 0.000000190, qrzlio
10615, 0.000000190, fzvfpy
10616, 0.000000194, zlybtp
10617, 0.000000199, jpliba
10618, 0.000000191, vifhry
10619, 0.000000193, esxbcn
10620, 0.000000189, ythjnw
10621, 0.000000189, ysvadf
10622, 0.000000191, nxcslk
10623, 0.000000191, aubkow
10624, 0.000000192, zrukaz
10625, 0.000000192, nvxjtb
10626, 0.000000189, vnxrzz
10627, 0.000000193, mmfpay
10628, 0.000000191, lzkqtc
10629, 0.000000193, ckybld
10630, 0.000000189, zxllmt
10631, 0.000000192, eykdef
10632, 0.000000191, wxfzhs
10633, 0.000000192, ifgiqp
10634, 0.000000185, nswake
10635, 0.000000191, xzppgb
10636, 0.000000190, derref
10637, 0.000000191, zncgpp
10638, 0.000000191, idplql
10639, 0.000000192, pvkmcq
10640, 0.000000191, rccdfa
10641, 0.000000205, kxcznq
10642, 0.000000188, fhwqnm
10643, 0.000000188, evxoem
10644, 0.000000191, kvtaff
10645, 0.000000195, ymnupw
10646, 0.000000195, vmyawu
10647, 0.000000195, gapdwz
10648, 0.000000191, ojkrrn
10649, 0.000000187, qjhhel
10650, 0.000000191, pgkdre
10651, 0.000000191, wsgule
10652, 0.000000254, ykqdkq
10653, 0.000000222, nqiptv
10654, 0.000000193, xaqmug
10655, 0.000000193, efiydv
10656, 0.000000186, xpwdih
10657, 0.000000205, eqisuc
10658, 0.000000189, ybqixj
10659, 0.000000198, wleeuw
10660, 0.000000191, nskyho
